timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,Latency,IdleTime,Connect
1486138549553,16287,Post Home PGD,200,OK,Thread Group 1-26,text,true,,9697,7957,100,100,150,0,8
1486138550262,60290,Post Home PGD,200,OK,Thread Group 1-33,text,true,,9697,7969,100,100,14476,0,76
1486138565420,45189,Seleção de Perfil,200,OK,Thread Group 1-10,text,true,,8731,1774,100,100,37592,0,13
1486138550388,60229,Post Home PGD,200,OK,Thread Group 1-11,text,true,,9697,7959,100,100,14351,0,67
1486138550274,60358,Post Home PGD,200,OK,Thread Group 1-3,text,true,,9697,7961,100,100,14464,0,67
1486138565459,45197,Seleção de Perfil,200,OK,Thread Group 1-6,text,true,,8731,1774,100,100,37597,0,78
1486138550280,60383,Post Home PGD,200,OK,Thread Group 1-30,text,true,,9697,7975,100,100,14461,0,91
1486138550419,60254,Post Home PGD,200,OK,Thread Group 1-48,text,true,,9697,7957,100,100,14327,0,49
1486138550521,60161,Post Home PGD,200,OK,Thread Group 1-68,text,true,,9697,7977,100,100,14221,0,76
1486138550397,60286,Post Home PGD,200,OK,Thread Group 1-34,text,true,,9697,7957,100,100,14341,0,58
1486138549979,60714,Post Home PGD,200,OK,Thread Group 1-98,text,true,,9697,7965,100,100,14026,0,24
1486138550659,60039,Post Home PGD,200,OK,Thread Group 1-43,text,true,,9697,7957,100,100,14100,0,63
1486138550334,60369,Post Home PGD,200,OK,Thread Group 1-69,text,true,,9697,7965,100,100,14408,0,42
1486138550606,60149,Post Home PGD,200,OK,Thread Group 1-9,text,true,,9697,7965,100,100,14146,0,68
1486138565634,45190,Seleção de Perfil,200,OK,Thread Group 1-14,text,true,,8731,1774,100,100,44269,0,13
1486138550507,60324,Post Home PGD,200,OK,Thread Group 1-85,text,true,,9697,7973,100,100,14240,0,87
1486138565652,45189,Seleção de Perfil,200,OK,Thread Group 1-7,text,true,,8731,1774,100,100,44260,0,16
1486138565486,45361,Seleção de Perfil,200,OK,Thread Group 1-18,text,true,,8731,1774,100,100,44454,0,0
1486138565491,45365,Seleção de Perfil,200,OK,Thread Group 1-12,text,true,,8731,1774,100,100,44453,0,0
1486138565663,45199,Seleção de Perfil,200,OK,Thread Group 1-22,text,true,,8731,1774,100,100,44264,0,11
1486138550559,60308,Post Home PGD,200,OK,Thread Group 1-35,text,true,,9697,7969,100,100,14192,0,59
1486138565522,45347,Seleção de Perfil,200,OK,Thread Group 1-73,text,true,,8731,1774,100,100,44436,0,0
1486138565522,45361,Seleção de Perfil,200,OK,Thread Group 1-36,text,true,,8731,1774,100,100,44436,0,0
1486138565523,45364,Seleção de Perfil,200,OK,Thread Group 1-79,text,true,,8731,1774,100,100,44440,0,0
